ID,Severity,Start_Lat,Start_Lng,StartTime,EndTime,Distance (mi),DelayFromTypicalTraffic (mins),DelayFromFreeFlowSpeed (mins),Congestion_Speed (mph),Description,Street,City,Country,State,Vehicle_Count,Pedestrian_Count,Emergency_Vehicle_Presence,Weather_Condition,Time_of_Day,Traffic_Flow_Rate,Signal_Timer_Setting,Accident_Reported
106,5,28.868852825832334,-69.91425831744945,2024-01-04 19:59:21.116111611,2024-01-04 20:26:21.116111611,0.5102315394250451,37,24,20.36896444251043,Low economy so statement today cost analysis.,Davis Islands,Lake Maryberg,USA,MP,14,2,1,Clear,Afternoon,60,26,0
107,1,41.50230235809332,-92.29423093080194,2024-01-04 20:51:55.031503150,2024-01-04 21:41:55.031503150,4.9955128641452475,15,4,15.754629298360271,Loss despite far evening accept.,Miller Station,East Johnland,USA,WA,24,5,0,Rain,Afternoon,133,90,0
108,3,41.5708453964748,-73.32413381052899,2024-01-04 21:44:28.946894689,2024-01-04 21:57:28.946894689,1.6989031831295682,54,44,20.251993108500436,Everybody explain throw past write seat.,Judy Extensions,Lake Jodyfurt,USA,PA,54,14,0,Clear,Afternoon,124,18,0
109,2,46.12794606782508,-69.9266733096409,2024-01-04 22:37:02.862286228,2024-01-04 23:10:02.862286228,0.627991940310418,19,8,30.74906024677377,Position Congress she foot cold key.,Juarez Expressway,East Jillhaven,USA,IA,92,13,0,Clear,Night,102,52,0
110,3,48.61843336018133,-114.82580037776738,2024-01-04 23:29:36.777677767,2024-01-05 00:13:36.777677767,2.0072905891459385,29,28,24.939092612429082,Perform test person.,Heidi Drive,Fullerchester,USA,MI,51,13,0,Clear,Evening,112,87,0
111,2,36.095338213164894,-94.74000038099959,2024-01-05 00:22:10.693069306,2024-01-05 00:52:10.693069306,0.6435564342636595,46,30,43.79174856500809,Speak believe speech this stock true.,Nina Forge,New Julie,USA,IA,33,0,0,Clear,Morning,14,31,0
112,3,46.52710166672294,-89.72482405498006,2024-01-05 01:14:44.608460846,2024-01-05 01:48:44.608460846,0.7594781115134684,48,32,37.83466289978075,Central age product season friend.,Tate Mountains,West Lauraborough,USA,FL,97,2,0,Clear,Night,119,68,0
113,1,36.44696438980057,-77.57970270941428,2024-01-05 02:07:18.523852385,2024-01-05 02:27:18.523852385,0.8640331495868591,25,28,22.844000439427425,Attack compare well.,Jeffrey Port,South Stephen,USA,FM,62,18,1,Fog,Afternoon,119,64,0
114,3,37.31271227931021,-113.20700858234,2024-01-05 02:59:52.439243924,2024-01-05 03:33:52.439243924,0.5389657644662135,51,36,46.51800780694591,Fact any hospital national firm.,Alvarez Court,Hendersonfurt,USA,NE,23,5,0,Snow,Morning,12,63,0
115,4,38.008079232855664,-119.86138642680703,2024-01-05 03:52:26.354635463,2024-01-05 04:34:26.354635463,1.8009574027981434,14,33,25.58336735301449,Leader she quickly expect sister them point ground.,Jackson Streets,Parksburgh,USA,NJ,92,0,0,Snow,Morning,9,41,0
116,3,26.74558327990491,-82.41152146793966,2024-01-05 04:45:00.270027002,2024-01-05 05:26:00.270027002,1.6871611121925958,14,37,20.146989104441104,Technology continue draw society approach second.,Montgomery Rue,Lake Vincentstad,USA,GU,14,17,1,Clear,Morning,55,48,0
117,2,45.082459541202496,-76.61347381129175,2024-01-05 05:37:34.185418541,2024-01-05 05:59:34.185418541,0.9623795076169922,59,3,33.492239197418456,Little see quality travel.,Victoria Greens,Edwardbury,USA,CO,41,8,1,Clear,Evening,118,58,0
118,1,41.63177363304395,-119.61163796329693,2024-01-05 06:30:08.100810081,2024-01-05 07:20:08.100810081,1.3987820228363719,33,19,58.28978084067322,Agreement standard large condition large west seem.,Thomas Orchard,Garnerview,USA,KS,10,9,0,Clear,Night,32,104,0
119,3,45.694422863743334,-69.31994809874664,2024-01-05 07:22:42.016201620,2024-01-05 07:37:42.016201620,4.9302093753546705,3,33,36.53188176801042,Accept meeting marriage could contain.,Steele Underpass,Brianside,USA,RI,41,19,0,Clear,Night,116,86,0
120,4,39.10627074252301,-84.51413431921202,2024-01-05 08:15:15.931593159,2024-01-05 08:58:15.931593159,1.3713068037713199,53,18,30.61127640926144,Represent recent assume everything.,Angela Plaza,Tylerport,USA,FM,68,11,0,Clear,Night,6,111,0
121,1,43.23621232879989,-122.86310272125488,2024-01-05 09:07:49.846984698,2024-01-05 09:42:49.846984698,2.725215547386819,17,26,37.74717820812732,Necessary also subject indicate nature.,Allen Groves,South Christinetown,USA,CO,48,6,0,Snow,Morning,57,68,0
122,4,32.93089283291105,-108.12983260279788,2024-01-05 10:00:23.762376237,2024-01-05 10:16:23.762376237,3.3329422915351308,48,33,14.63410102179055,With side establish right year agree.,Jose Garden,Jonesfurt,USA,PA,72,1,0,Snow,Night,131,66,0
123,5,27.342686568453505,-78.56252877075096,2024-01-05 10:52:57.677767776,2024-01-05 11:43:57.677767776,2.9749157526739856,28,34,31.203363271487923,Attention throughout nature growth worry community point whose.,Gary Mountain,Lake Kevintown,USA,DE,69,18,1,Clear,Night,112,100,0
124,2,42.53245282711613,-89.08648812574407,2024-01-05 11:45:31.593159315,2024-01-05 12:21:31.593159315,1.981958060497259,49,35,16.11937752319802,Forward central establish police remain.,Kathleen River,West Melissafort,USA,MN,84,14,0,Clear,Evening,90,17,0
125,2,26.43135219771806,-87.22020539910409,2024-01-05 12:38:05.508550855,2024-01-05 13:04:05.508550855,3.3729367669221806,0,7,51.68668479872858,All professor with within.,Wright Plain,Leeshire,USA,MA,24,12,0,Clear,Afternoon,104,24,0
126,3,48.23546072526419,-79.39537711719932,2024-01-05 13:30:39.423942394,2024-01-05 13:52:39.423942394,4.377858885698491,34,20,33.38242593995575,Part health power relationship.,Singh Port,Cortezside,USA,MO,18,13,1,Snow,Afternoon,110,92,0
127,2,28.53087688038856,-96.60413012354543,2024-01-05 14:23:13.339333933,2024-01-05 14:56:13.339333933,0.2740685022162125,59,35,39.59947911468558,Someone white deep left institution music.,Fields Glens,Ashleefurt,USA,NM,73,2,0,Clear,Night,115,75,0
128,4,26.839905809857747,-86.69584840559429,2024-01-05 15:15:47.254725472,2024-01-05 15:33:47.254725472,3.8358366220638422,28,9,7.957552771912687,Sea strong middle meeting leader whether outside.,Stephen Views,South Tammychester,USA,OH,70,0,0,Rain,Morning,100,50,0
129,4,43.07676007939318,-81.14754103698957,2024-01-05 16:08:21.170117011,2024-01-05 16:13:21.170117011,4.081587513699657,14,37,59.24135635077541,Road common involve single lose notice control.,Bradley Course,Higginston,USA,MD,77,11,0,Fog,Evening,7,65,0
130,3,48.92605312657263,-68.29334964089853,2024-01-05 17:00:55.085508550,2024-01-05 17:13:55.085508550,4.681738976846673,1,41,14.571344023799838,National rich attorney ask.,David Lodge,Haroldburgh,USA,IL,7,4,1,Snow,Evening,109,74,0
131,4,46.15356397106029,-110.2259874436264,2024-01-05 17:53:29.000900090,2024-01-05 18:34:29.000900090,3.038369647115159,8,3,24.366125169358572,Again government these.,Ortega Camp,West Courtneymouth,USA,TX,40,12,0,Clear,Morning,16,79,0
132,1,47.8855491339184,-98.2349298335199,2024-01-05 18:46:02.916291629,2024-01-05 19:27:02.916291629,1.1727809588902298,28,12,19.27382004363797,Society training ahead movie side.,Ann Highway,Leemouth,USA,OR,51,11,0,Clear,Evening,59,31,0
133,1,35.47243848770915,-107.04776118453591,2024-01-05 19:38:36.831683168,2024-01-05 20:00:36.831683168,3.0816388623790445,46,1,8.763989002894418,Body human over theory clear dog turn cost.,Davis Falls,Lake Chelsea,USA,VA,99,2,0,Snow,Morning,66,33,0
134,1,47.236416747361105,-112.73678868033386,2024-01-05 20:31:10.747074707,2024-01-05 20:37:10.747074707,0.5454615829134332,53,39,22.12545916716027,Authority local too plan from cut role.,Brown Lane,Port Miranda,USA,WY,99,15,0,Clear,Evening,55,86,0
135,4,27.137466201159153,-106.3474773871077,2024-01-05 21:23:44.662466246,2024-01-05 21:50:44.662466246,3.872734463806611,59,20,25.843759375761444,Local effect approach school scene blue despite.,John Islands,Adkinsfort,USA,AR,7,8,0,Clear,Night,104,40,1
136,4,28.200684794665786,-68.75498198765652,2024-01-05 22:16:18.577857785,2024-01-05 22:34:18.577857785,1.4595324921520343,49,1,40.454914729790424,Close against establish five particular spring throw.,Michael Estates,Port Lisa,USA,GA,48,0,0,Fog,Morning,87,10,0
137,5,26.161644464155017,-85.11720658685078,2024-01-05 23:08:52.493249324,2024-01-05 23:19:52.493249324,0.2216800830310586,31,39,54.4483383337748,Sort allow large clear option.,Jennifer Shoal,Caseybury,USA,MI,56,6,0,Clear,Morning,69,49,0
138,1,43.06671654420367,-117.19807637918285,2024-01-06 00:01:26.408640864,2024-01-06 00:52:26.408640864,4.871454030176061,14,41,5.178613561681654,Various buy defense first bad one one research.,Christina Plain,Port Brenda,USA,SC,72,4,0,Rain,Afternoon,40,112,0
139,1,44.86812188400195,-121.24173906210282,2024-01-06 00:54:00.324032403,2024-01-06 01:02:00.324032403,0.3847522487185614,55,11,51.563695660569074,Same its mother front simple bar more most.,Leslie Row,Port Catherineborough,USA,GU,34,3,0,Clear,Morning,66,30,0
140,3,29.174318084495084,-73.97383304030288,2024-01-06 01:46:34.239423942,2024-01-06 02:42:34.239423942,0.33727646281289897,25,19,52.26814982519442,Commercial area on happen.,Ramos Spurs,Port Elizabeth,USA,ME,43,0,0,Clear,Morning,80,103,0
141,2,35.112438454753516,-114.46474325011125,2024-01-06 02:39:08.154815481,2024-01-06 03:30:08.154815481,4.951057475806189,3,41,12.538851257352192,Conference development heavy machine.,Steven Pike,Johnview,USA,MN,74,3,1,Clear,Afternoon,140,89,0
142,2,39.12632876900463,-91.18896093240022,2024-01-06 03:31:42.070207020,2024-01-06 04:06:42.070207020,1.4999876068089428,2,36,26.65759678035678,Husband marriage under surface stuff by.,Hughes Isle,Bishopborough,USA,MN,51,19,0,Clear,Night,106,30,0
143,1,44.77088548912452,-120.61385592780985,2024-01-06 04:24:15.985598559,2024-01-06 04:54:15.985598559,4.984070002862792,21,2,58.63276888638226,Also authority market land along bank.,Shawn Neck,North Lisa,USA,NC,80,2,0,Clear,Morning,110,31,0
144,3,47.64925028086925,-87.50183680651674,2024-01-06 05:16:49.900990099,2024-01-06 05:46:49.900990099,2.5131565730655225,58,1,5.759423526238155,Once career citizen site information note.,Steven Plain,Lonnieville,USA,OH,37,16,0,Fog,Night,98,111,0
145,5,36.788375375644,-94.20068694466734,2024-01-06 06:09:23.816381638,2024-01-06 07:03:23.816381638,2.813599938360361,52,29,25.816537687802775,Behind type investment able fund prove.,Laurie Bypass,Johnside,USA,GA,71,19,0,Clear,Evening,49,33,0
146,5,41.4520173595464,-106.56120439036523,2024-01-06 07:01:57.731773177,2024-01-06 07:44:57.731773177,4.227588446253405,18,36,53.404182361682324,Government environmental evening responsibility out morning.,Gardner Greens,Andrewfort,USA,HI,38,17,0,Clear,Night,49,118,0
147,5,39.02243102544648,-89.67739918643085,2024-01-06 07:54:31.647164716,2024-01-06 07:59:31.647164716,3.369328234004701,31,32,15.54964361272889,Company wait example glass yard easy.,Julie Avenue,New Seth,USA,SC,34,11,0,Clear,Morning,66,19,0
148,3,43.45113473434343,-120.29534940546951,2024-01-06 08:47:05.562556255,2024-01-06 09:43:05.562556255,2.020389148178167,5,14,58.634271375741704,Prove best part finish culture heavy science.,Jason Cliffs,Thompsonhaven,USA,MA,59,1,0,Rain,Morning,45,40,0
149,5,25.66462405044532,-111.71813297254094,2024-01-06 09:39:39.477947794,2024-01-06 09:55:39.477947794,0.42968037003471315,40,38,15.762863019725632,Human lot cause entire size share north.,Kayla Valleys,South Dylan,USA,AZ,38,8,0,Clear,Evening,45,114,0
150,3,32.72484519008489,-110.38264126291904,2024-01-06 10:32:13.393339333,2024-01-06 11:27:13.393339333,2.084393814290069,53,29,22.62708183707054,And generation perhaps win.,Castro Isle,New Steven,USA,IN,96,4,0,Clear,Night,52,36,0
151,4,38.42708428429886,-72.68253919786113,2024-01-06 11:24:47.308730873,2024-01-06 12:07:47.308730873,3.0015244696966215,46,28,42.51623589841117,More reach ability foreign while add bank.,Rice Point,Lake Michaelfort,USA,MN,48,1,0,Clear,Night,66,57,0
152,4,35.80848060111046,-111.07188830124596,2024-01-06 12:17:21.224122412,2024-01-06 12:49:21.224122412,3.784268285501944,50,4,50.430049157112805,But popular go letter oil.,Banks Track,Stephenberg,USA,MO,75,1,0,Clear,Afternoon,98,55,0
153,1,34.286024597045525,-110.25991848526556,2024-01-06 13:09:55.139513951,2024-01-06 13:44:55.139513951,0.24490823698477726,20,30,54.562767464432255,Thing father would spend.,Daniel Shoal,North Johnmouth,USA,PR,34,3,0,Clear,Night,51,73,0
154,2,34.65631281407106,-111.67517277891247,2024-01-06 14:02:29.054905490,2024-01-06 14:55:29.054905490,3.474103055561316,2,40,46.95153789148367,Seven else best experience.,Walters Keys,East Courtney,USA,GA,89,10,0,Fog,Morning,48,90,0
155,5,43.46513126745253,-118.29279432380199,2024-01-06 14:55:02.970297029,2024-01-06 15:12:02.970297029,4.5589643697877635,38,24,30.745568471890095,South home board win remember PM.,Allen Plain,New Leslie,USA,WY,35,15,1,Snow,Afternoon,99,64,0
156,3,26.550505312334014,-113.68936996871182,2024-01-06 15:47:36.885688568,2024-01-06 16:44:36.885688568,3.2637547016466057,24,35,57.786855926050286,Least it scientist industry short.,Flores Haven,West Meghan,USA,VI,64,6,0,Clear,Morning,19,60,0
157,5,45.811011452769776,-109.13260586417212,2024-01-06 16:40:10.801080108,2024-01-06 16:59:10.801080108,1.7071040509130735,12,17,51.69098965517973,Approach thank rather every blood rest get.,Perry Hollow,Port Morgan,USA,ND,73,12,0,Rain,Afternoon,124,97,0
158,1,25.77971763596055,-101.82009789480348,2024-01-06 17:32:44.716471647,2024-01-06 18:25:44.716471647,2.7302348209843013,52,9,23.25756162505588,Economic dog treat evidence answer next.,Chavez Park,New Kelly,USA,MT,81,3,0,Rain,Morning,96,86,0
159,1,40.214853114034554,-124.63142094856249,2024-01-06 18:25:18.631863186,2024-01-06 18:37:18.631863186,1.5483793749777126,20,0,7.514655571925992,Compare bill strategy think return stock pick realize.,James Loaf,Port Aprilburgh,USA,MP,49,9,0,Clear,Evening,116,36,0
160,5,32.48633148061484,-120.19654982969297,2024-01-06 19:17:52.547254725,2024-01-06 19:31:52.547254725,0.5153791318159063,14,19,38.018344457300245,Century major reflect available end.,Larson Forks,New Rebecca,USA,FL,37,8,1,Rain,Evening,25,26,0
161,3,32.426807098583936,-97.2466934775315,2024-01-06 20:10:26.462646264,2024-01-06 20:17:26.462646264,2.61065895172807,42,15,46.953233587048075,Star he concern hear until fact term too.,Ryan Inlet,South Stephaniefort,USA,NM,59,0,1,Clear,Evening,32,16,0
162,4,37.32304925541102,-104.09414474072668,2024-01-06 21:03:00.378037803,2024-01-06 21:57:00.378037803,1.843752513045547,5,23,53.01422262128841,Detail represent similar together.,Casey Mall,South Adrianside,USA,VT,80,9,0,Clear,Afternoon,78,33,0
163,4,37.85129822724469,-100.00706118450302,2024-01-06 21:55:34.293429342,2024-01-06 22:29:34.293429342,1.679755720243973,4,14,18.39036644140538,Air true else positive.,Huang Estates,West Reginald,USA,GA,86,2,0,Clear,Morning,44,60,0
164,5,32.390337333472544,-67.55917468840201,2024-01-06 22:48:08.208820882,2024-01-06 23:44:08.208820882,1.2097980810875748,22,35,52.705177357557446,Boy itself imagine.,Morris Roads,New Christinaside,USA,CA,67,16,0,Clear,Afternoon,44,42,0
165,4,35.68386270317754,-93.58190583322366,2024-01-06 23:40:42.124212421,2024-01-07 00:32:42.124212421,0.5756893870342042,1,27,31.835780213583003,Debate start floor marriage travel.,Anthony Locks,Raymondtown,USA,NH,52,0,0,Snow,Night,14,45,0
166,1,35.456591314208794,-103.99410592239983,2024-01-07 00:33:16.039603960,2024-01-07 01:19:16.039603960,4.021066696641556,27,30,46.34649810939838,Myself indeed add put listen training who.,Latoya Roads,New Kristinechester,USA,GU,11,11,0,Clear,Night,113,34,0
167,5,30.220180727326046,-86.6777273260723,2024-01-07 01:25:49.954995499,2024-01-07 02:19:49.954995499,4.584912907445503,33,13,7.311959395924831,Fine road easy attack challenge.,Aguilar Route,Port Denise,USA,MD,71,1,0,Clear,Evening,62,110,0
168,5,32.334785829321596,-113.29711899329469,2024-01-07 02:18:23.870387038,2024-01-07 02:59:23.870387038,4.9614464453216405,29,12,8.785733327734214,Economy those value some idea.,Hill Plains,Sanchezland,USA,FL,95,12,0,Fog,Morning,51,13,0
169,4,25.828506569099332,-105.1233214745154,2024-01-07 03:10:57.785778577,2024-01-07 03:27:57.785778577,1.9512082794273644,22,10,40.126497652048684,We go drop human region across.,Natalie Divide,South Zacharyburgh,USA,IN,28,16,0,Clear,Evening,115,34,0
170,2,33.134571925609265,-88.38932601150984,2024-01-07 04:03:31.701170117,2024-01-07 04:48:31.701170117,3.347618494757773,37,3,49.91305196397407,Center measure various rich appear trade finish.,Amy Road,Mooreborough,USA,CO,47,9,0,Rain,Night,138,86,0
171,4,25.411217875183148,-87.90452651173223,2024-01-07 04:56:05.616561656,2024-01-07 05:50:05.616561656,2.3951544424632005,38,25,40.628591816346706,Employee however out year.,Ashley Cliff,Danielbury,USA,RI,55,9,0,Fog,Morning,18,79,0
172,2,36.68947126849485,-91.83449146288693,2024-01-07 05:48:39.531953195,2024-01-07 06:04:39.531953195,3.936925997756454,5,42,40.09586614449172,Mr scene bad heart school follow company safe.,Nicole Manor,Amandaville,USA,WV,85,13,0,Clear,Morning,69,41,0
173,2,44.14999298284525,-79.09433450527987,2024-01-07 06:41:13.447344734,2024-01-07 07:39:13.447344734,1.6200879133440507,57,16,9.31561650401258,Important child agent Congress.,Rebecca Path,Port Mary,USA,OH,51,17,0,Clear,Morning,93,70,0
174,1,26.751474978546597,-118.04329860290828,2024-01-07 07:33:47.362736273,2024-01-07 08:27:47.362736273,3.0005904510176076,18,40,37.58609399231872,Design prepare address.,Carroll Cliff,Lake Rhonda,USA,TN,98,1,0,Clear,Afternoon,47,103,0
175,2,47.65853995954387,-89.89236209272843,2024-01-07 08:26:21.278127812,2024-01-07 08:55:21.278127812,4.6971415423959,40,9,59.85743892299587,Why next change guess measure service first.,Alex Neck,Garrettchester,USA,MN,73,12,0,Snow,Morning,62,24,0
176,2,41.888458782493956,-77.26912267828104,2024-01-07 09:18:55.193519351,2024-01-07 09:28:55.193519351,4.732152328151725,55,12,24.996312192193162,Seat radio cold compare we affect consider but.,Daniel Rapids,Aaronchester,USA,NH,50,18,1,Clear,Afternoon,148,45,0
177,2,32.790317165152516,-117.47181980417255,2024-01-07 10:11:29.108910891,2024-01-07 10:33:29.108910891,2.5876939385785795,58,42,13.536864474822039,Paper address book sell.,Jackson Plaza,Philipland,USA,WY,15,18,1,Rain,Morning,18,72,0
178,3,33.38142638305864,-119.64034041112217,2024-01-07 11:04:03.024302430,2024-01-07 11:15:03.024302430,2.0984507641063983,25,14,22.302526793142913,Professor writer toward actually environment.,Moreno Greens,West Lawrence,USA,ME,57,14,0,Clear,Night,63,76,0
179,2,33.48277567340644,-106.34426432550465,2024-01-07 11:56:36.939693969,2024-01-07 12:03:36.939693969,2.8978856600516765,1,23,31.71505539060451,Stage hot business year message.,Matthew Mill,Lake Darlene,USA,MH,77,15,0,Rain,Evening,122,34,0
180,4,48.71168894632033,-72.74797662806274,2024-01-07 12:49:10.855085508,2024-01-07 13:00:10.855085508,4.767448076470763,49,32,31.056130688059138,Top reflect top style think.,Rebecca Mission,Nicoleland,USA,PR,69,15,0,Clear,Morning,80,37,0
181,1,46.38348812064518,-99.83943280790423,2024-01-07 13:41:44.770477047,2024-01-07 14:24:44.770477047,0.358693979026964,7,33,44.19178811527174,Name imagine well direction.,Ryan Divide,Monicatown,USA,MA,46,12,0,Clear,Afternoon,38,22,0
182,4,47.172262705669645,-92.8841972762323,2024-01-07 14:34:18.685868586,2024-01-07 14:50:18.685868586,4.170713408646967,51,14,30.60628146735673,Business budget artist country science collection.,Evans Streets,Seanburgh,USA,MA,43,1,0,Clear,Morning,145,87,0
